Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,RSI_14,Bollinger_High,Bollinger_Low
2019-11-01,1748.7465974804732,1753.5614284206729,1696.746423326318,1700.935302734375,1527660,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-04,1709.2649974952312,1723.7094904318108,1700.7908479526045,1719.7613525390625,821893,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-05,1714.0795696886178,1731.2204124053303,1702.138767153907,1727.4166259765625,1251974,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-06,1722.7464685953134,1747.7835888767434,1714.657529302166,1731.0279541015625,1136777,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-07,1742.9686649551854,1763.0946802317098,1731.6056177991838,1759.2908935546875,1380635,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-08,1758.3763038386128,1759.1467238283656,1724.4799401820403,1728.3798828125,1077136,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-11,1723.6613660162377,1727.513230957797,1702.524304169266,1708.25390625,860384,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-13,1708.061135961007,1720.8204369061702,1691.6425167815523,1704.88330078125,983760,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-14,1712.1538327777585,1733.3390883014426,1701.0315266079922,1706.2315673828125,1116800,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-15,1714.8982988812056,1717.9316658594278,1691.25754968178,1695.4945068359375,729613,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-18,1695.494463087225,1700.0685523261689,1670.2647968311978,1674.59814453125,1273055,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-19,1683.2166834601037,1683.2648787888263,1654.8573765438205,1657.601806640625,1187377,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-20,1665.835003336971,1684.0831630734438,1651.9200733017674,1659.6719970703125,1374382,0.0,0.0,ASIANPAINT.NS,0.0,0.0,0.0,0.0
2019-11-21,1663.9092354033614,1670.6018031312926,1647.635083945648,1656.6387939453125,913095,0.0,0.0,ASIANPAINT.NS,0.0,29.089787979566495,0.0,0.0
2019-11-22,1646.6719777196924,1650.4756466717904,1613.931131379067,1620.43115234375,1275334,0.0,0.0,ASIANPAINT.NS,0.0,21.148008151619834,0.0,0.0
2019-11-25,1621.6349213439594,1654.375768924538,1604.4459998740704,1647.3460693359375,1320689,0.0,0.0,ASIANPAINT.NS,0.0,35.290416736244794,0.0,0.0
2019-11-26,1654.3757293135327,1664.823887796082,1625.1015369030763,1646.9609375,2714721,0.0,0.0,ASIANPAINT.NS,0.0,35.193148756513125,0.0,0.0
2019-11-27,1650.524115781026,1666.8945416668355,1641.4722097224844,1651.8240966796875,883771,0.0,0.0,ASIANPAINT.NS,0.0,37.53439871131863,0.0,0.0
2019-11-28,1654.6167790758695,1663.5724123290286,1638.7278357586852,1651.1019287109375,691147,0.0,0.0,ASIANPAINT.NS,0.0,37.318793686587135,0.0,0.0
2019-11-29,1651.4868259007565,1656.6868662385796,1615.2311295073653,1642.964599609375,1890290,0.0,0.0,ASIANPAINT.NS,1684.5407409667969,34.887027973269994,1758.8766135392527,1610.204868394341
2019-12-02,1643.0131028513931,1677.9688275997098,1635.4538406817396,1673.876220703125,1476972,0.0,0.0,ASIANPAINT.NS,1683.1877868652343,48.59128427794254,1757.2653818537688,1609.1101918767
2019-12-03,1675.5610327678078,1686.1054646610858,1661.1165411060165,1672.1424560546875,1374317,0.0,0.0,ASIANPAINT.NS,1680.8068420410157,47.981307810705566,1753.0680986837338,1608.5455853982976
2019-12-04,1667.0870579759585,1670.1686203818576,1646.9129628691396,1656.5908203125,853421,0.0,0.0,ASIANPAINT.NS,1677.2655517578125,42.792229422948076,1746.9384662517007,1607.5926372639244
2019-12-05,1653.798064451581,1673.7796117612,1643.783193133471,1652.305419921875,971984,0.0,0.0,ASIANPAINT.NS,1673.3294250488282,41.46157892857797,1739.1994872568991,1607.4593628407572
2019-12-06,1659.094221371121,1682.879435647465,1649.416365605282,1653.07568359375,1031777,0.0,0.0,ASIANPAINT.NS,1668.0186645507813,41.81181958421573,1721.218442577327,1614.8188865242355
2019-12-09,1661.116401205776,1668.723856350197,1647.6348767901932,1662.4163818359375,751290,0.0,0.0,ASIANPAINT.NS,1664.7204895019531,46.028895945232,1710.1549073784763,1619.28607162543
2019-12-10,1662.0794125747063,1667.8572089104237,1645.708989623507,1649.705322265625,686580,0.0,0.0,ASIANPAINT.NS,1661.7930603027344,41.609561008027605,1702.9763862440414,1620.6097343614274
2019-12-11,1654.375768417259,1677.1017449857186,1649.8016794184337,1673.82763671875,827804,0.0,0.0,ASIANPAINT.NS,1660.2402770996093,51.18763363287833,1696.9013495592037,1623.579204640015
2019-12-12,1675.8980524000865,1689.0425633614748,1664.1017175077386,1685.816650390625,802332,0.0,0.0,ASIANPAINT.NS,1659.21953125,55.1273692717013,1691.587060709184,1626.852001790816
2019-12-13,1686.1538269371274,1692.6056534983777,1671.2760460722222,1679.3648681640625,960033,0.0,0.0,ASIANPAINT.NS,1658.4130493164062,52.66398662161682,1687.7907187266646,1629.0353799061477
2019-12-16,1679.4131544204831,1687.116884486632,1664.0538896209353,1667.327880859375,707437,0.0,0.0,ASIANPAINT.NS,1658.0495361328126,48.32526633407844,1686.7901393885734,1629.3089328770518
2019-12-17,1670.9389046903568,1684.1796899520068,1666.1722690159968,1680.76123046875,873024,0.0,0.0,ASIANPAINT.NS,1659.2075073242188,52.980847632665984,1689.6013028418358,1628.8137118066018
2019-12-18,1684.4683525953833,1716.005490538787,1669.4461058177517,1712.5869140625,1476506,0.0,0.0,ASIANPAINT.NS,1661.853253173828,61.76886597914997,1700.1365652584054,1623.5699410892507
2019-12-19,1712.9243325672871,1740.8503525138108,1709.8427701813678,1736.3243408203125,2554245,0.0,0.0,ASIANPAINT.NS,1665.8375305175782,66.759185927202,1715.8961419885165,1615.7789190466399
2019-12-20,1738.1058037049145,1742.005863852777,1728.524336990456,1732.616943359375,1419128,0.0,0.0,ASIANPAINT.NS,1671.4468200683593,65.32498266058727,1724.9216573796261,1617.9719827570925
2019-12-23,1729.294644901303,1747.3983378419714,1720.0500758980245,1740.6094970703125,659899,0.0,0.0,ASIANPAINT.NS,1676.1099914550782,66.97230663031604,1736.2190880776432,1616.0008948325133
2019-12-24,1744.8947851279509,1758.3763121653633,1732.4244196381792,1736.661376953125,896574,0.0,0.0,ASIANPAINT.NS,1680.5950134277343,65.32145642824625,1744.5950321484456,1616.594994707023
2019-12-26,1732.7612885269557,1752.3094305568657,1730.4983416174032,1742.58349609375,1161570,0.0,0.0,ASIANPAINT.NS,1685.1329833984375,66.64942325264474,1753.0784834479166,1617.1874833489585
2019-12-27,1743.931668309314,1758.3761603162936,1733.9167970078931,1745.1353759765625,930468,0.0,0.0,ASIANPAINT.NS,1689.8346557617188,67.23172451725677,1760.662637317869,1619.0066742055685
2019-12-30,1742.9687474812797,1751.1057645035564,1732.087182866675,1735.553955078125,562492,0.0,0.0,ASIANPAINT.NS,1694.4641235351562,62.79823013792328,1764.5324153447118,1624.3958317256006
2019-12-31,1738.153954470942,1738.153954470942,1715.1390392647063,1718.846435546875,928396,0.0,0.0,ASIANPAINT.NS,1696.7126342773438,55.87858173350976,1766.8800725523815,1626.545196002306
2020-01-01,1723.901995037108,1735.7947213074756,1717.1612318294224,1726.7908935546875,397285,0.0,0.0,ASIANPAINT.NS,1699.4450561523438,58.23517313654579,1769.82833883738,1629.0617734673076
2020-01-02,1724.6723417845997,1733.2427638661973,1717.3538226939772,1724.3353271484375,411266,0.0,0.0,ASIANPAINT.NS,1702.8322814941407,57.21789710953585,1771.1295824043941,1634.5349805838873
2020-01-03,1713.8870785791923,1713.8870785791923,1682.3499394154835,1686.538818359375,1318628,0.0,0.0,ASIANPAINT.NS,1704.5439514160157,44.37010313116138,1769.3151232137848,1639.7727796182467
2020-01-06,1673.5870221293171,1673.635217458053,1631.264705623672,1643.927734375,1871804,0.0,0.0,ASIANPAINT.NS,1704.0865539550782,34.86525647085958,1770.4155557676702,1637.7575521424862
2020-01-07,1647.6351698270282,1676.0426727550805,1647.6351698270282,1660.5389404296875,1033650,0.0,0.0,ASIANPAINT.NS,1703.9926818847657,40.23966830218177,1770.5621907717634,1637.423172997768
2020-01-08,1633.1907825901528,1671.7094331229396,1632.2278163268331,1664.776123046875,1006057,0.0,0.0,ASIANPAINT.NS,1704.7462219238282,41.564186797510835,1769.1464737682718,1640.3459700793846
2020-01-09,1697.709387613433,1709.2649818569728,1676.524131500276,1706.90576171875,1781733,0.0,0.0,ASIANPAINT.NS,1706.400128173828,52.77239491720181,1769.2188495417533,1643.5814068059028
2020-01-10,1706.3759167616076,1730.7390059338454,1694.8203236458403,1726.1649169921875,1256612,0.0,0.0,ASIANPAINT.NS,1708.4175415039062,56.847143583358445,1771.0538360303233,1645.7812469774892
2020-01-13,1732.3762150980465,1740.9947156741691,1727.8983987030783,1738.0577392578125,823821,0.0,0.0,ASIANPAINT.NS,1711.3521850585937,59.188766714897874,1773.768157051086,1648.9362130661013
2020-01-14,1738.1537914804364,1754.1872003799072,1737.9612452823724,1751.77978515625,775629,0.0,0.0,ASIANPAINT.NS,1715.5747802734375,61.76667878171581,1776.9236402160643,1654.2259203308106
2020-01-15,1750.1910015245453,1776.6725710111616,1743.0650284073215,1774.0244140625,1252925,0.0,0.0,ASIANPAINT.NS,1720.237939453125,65.56411595894784,1784.4062937263493,1656.0695851799005
2020-01-16,1767.9574360834654,1779.561223766923,1761.0241276860174,1767.1871337890625,1031569,0.0,0.0,ASIANPAINT.NS,1722.967950439453,63.477180111646405,1790.175863530437,1655.760037348469
2020-01-17,1767.620636705656,1770.798472011994,1747.7835575785916,1762.2762451171875,862204,0.0,0.0,ASIANPAINT.NS,1724.2655456542968,61.9518681167998,1793.4285295544444,1655.1025617541493
2020-01-20,1769.9320478891989,1793.283980512329,1765.6949726868354,1780.283935546875,1091453,0.0,0.0,ASIANPAINT.NS,1726.6488952636719,65.24937901950295,1799.9596022104454,1653.3381883168984
2020-01-21,1771.8096059526213,1774.3134121027963,1727.4168878108464,1743.6910400390625,2101561,0.0,0.0,ASIANPAINT.NS,1726.8029724121093,54.84706948709779,1800.243234211162,1653.3627106130566
2020-01-22,1747.783708764007,1751.34663679785,1701.4168612447302,1713.357666015625,3415306,0.0,0.0,ASIANPAINT.NS,1725.6377868652344,48.01380622188914,1799.154853240866,1652.1207204896027
2020-01-23,1713.1167219285528,1722.7463830973477,1692.0277404589776,1710.3240966796875,1885275,0.0,0.0,ASIANPAINT.NS,1724.0248168945313,47.37808007821847,1797.3993545022176,1650.650279286845
2020-01-24,1717.5944410101831,1733.2426395269208,1714.3203328875366,1720.6278076171875,1195596,0.0,0.0,ASIANPAINT.NS,1722.7994384765625,49.8089122114615,1795.5386531652555,1650.0602237878695
2020-01-27,1720.8205026114726,1738.8761178459245,1714.0797395906109,1722.1204833984375,969054,0.0,0.0,ASIANPAINT.NS,1722.1277648925782,50.168043071193104,1794.6311815649376,1649.6243482202187
2020-01-28,1727.5613545873318,1727.5613545873318,1707.339064483467,1713.213134765625,873291,0.0,0.0,ASIANPAINT.NS,1721.8460998535156,47.96259693830002,1794.4420280450743,1649.250171661957
2020-01-29,1720.820511359105,1737.046467489033,1715.0427144547095,1730.4019775390625,873805,0.0,0.0,ASIANPAINT.NS,1722.0266540527343,52.31871936609385,1794.688809280632,1649.3644988248366
2020-01-30,1733.3389780990306,1741.9093998895455,1719.8574527138155,1738.15380859375,1005975,0.0,0.0,ASIANPAINT.NS,1722.717578125,54.18152455864207,1795.7164159684476,1649.7187402815525
2020-01-31,1742.9685638273104,1756.4500886303945,1722.4573397856482,1729.1500244140625,1169614,0.0,0.0,ASIANPAINT.NS,1724.8481384277343,51.657140930155585,1795.9619058648218,1653.7343709906468
2020-02-03,1703.2946992532743,1803.539459380569,1699.6353805925037,1798.48388671875,2854532,0.0,0.0,ASIANPAINT.NS,1732.575946044922,65.13002942339683,1800.3484641011894,1664.8034279886544
2020-02-04,1800.746829160301,1826.5061755132624,1786.3505312090415,1821.258056640625,1830049,0.0,0.0,ASIANPAINT.NS,1740.6119018554687,68.25919252835479,1810.3961778269988,1670.8276258839385
2020-02-05,1819.0431636976248,1820.0061299039232,1797.039409393624,1804.1171875,1344016,0.0,0.0,ASIANPAINT.NS,1747.578955078125,63.630911408348986,1813.3973190953118,1681.7605910609384
2020-02-06,1808.450233536385,1812.687307646703,1776.6723540333494,1788.035400390625,995386,0.0,0.0,ASIANPAINT.NS,1751.6354370117188,59.551148916940924,1816.9249455183956,1686.345928505042
2020-02-07,1788.0354487380198,1807.005833328408,1782.064988564454,1789.864990234375,632858,0.0,0.0,ASIANPAINT.NS,1754.8204406738282,59.866416121498105,1821.0374565960255,1688.6034247516309
2020-02-10,1797.8578433587484,1803.3948988484717,1769.1614044095686,1800.2652587890625,747711,0.0,0.0,ASIANPAINT.NS,1757.9308166503906,61.69415097897293,1826.5081023194157,1689.3535309813656
2020-02-11,1810.376412175313,1824.339421737304,1803.394907394318,1808.5467529296875,1093021,0.0,0.0,ASIANPAINT.NS,1760.7691650390625,63.13388240277271,1832.7097432048429,1688.8285868732821
2020-02-12,1810.3765015448143,1845.717314954072,1808.6431153213723,1823.569091796875,1616826,0.0,0.0,ASIANPAINT.NS,1763.2463989257812,65.65554274048048,1840.0873116658795,1686.405486185683
2020-02-13,1819.0430251837224,1831.513389585877,1798.8689317177943,1804.646728515625,638878,0.0,0.0,ASIANPAINT.NS,1765.1193786621093,60.08088733659182,1844.050901123909,1686.1878562003096
2020-02-14,1807.0058440985813,1829.2985322985471,1800.746564595975,1807.5355224609373,771464,0.0,0.0,ASIANPAINT.NS,1767.382342529297,60.63046963702742,1848.4249880041489,1686.339697054445
2020-02-17,1810.2800381202012,1823.3763538829603,1801.3244061565574,1811.7244873046875,676579,0.0,0.0,ASIANPAINT.NS,1768.9543701171874,61.45907702865224,1852.1287666752164,1685.7799735591584
2020-02-18,1810.280281682092,1810.280281682092,1792.0801959989444,1794.632080078125,683421,0.0,0.0,ASIANPAINT.NS,1771.5014221191407,56.25623728551269,1854.5450981916147,1688.4577460466667
2020-02-19,1800.843145374218,1822.654354262044,1782.787528339526,1815.0950927734373,723351,0.0,0.0,ASIANPAINT.NS,1776.5882934570313,60.56084019807393,1857.1903371349372,1695.9862497791255
2020-02-20,1813.2652852108492,1816.1541837002983,1770.9429693602533,1774.0244140625,1401879,0.0,0.0,ASIANPAINT.NS,1779.7733093261718,49.93891880539209,1854.4676068415038,1705.0790118108398
2020-02-24,1776.9133377431524,1784.3763256133648,1746.8206447181024,1751.5872802734375,1310832,0.0,0.0,ASIANPAINT.NS,1781.3212829589843,45.267801485632454,1852.2360597273578,1710.4065061906108
2020-02-25,1770.3170653239297,1775.276364707074,1752.7910101548107,1758.4725341796875,897257,0.0,0.0,ASIANPAINT.NS,1783.1388854980469,46.908921908799854,1849.6156256300847,1716.662145366009
2020-02-26,1758.3760016845856,1776.6723565761558,1752.5982054030374,1759.001953125,1909619,0.0,0.0,ASIANPAINT.NS,1785.4283264160156,47.040416025807545,1844.8992184346548,1725.9574343973763
2020-02-27,1762.0836411019418,1783.4133655005392,1743.402073698553,1775.51708984375,1643273,0.0,0.0,ASIANPAINT.NS,1787.68408203125,51.10846203226692,1841.8181745408936,1733.5499895216064
2020-02-28,1752.5983178813,1773.8798453742295,1717.1130402846622,1731.3648681640625,2964119,0.0,0.0,ASIANPAINT.NS,1787.3446350097656,41.852566264473275,1842.786137942911,1731.9031320766203
2020-03-02,1747.8796766581345,1769.4019446466264,1703.7277061992834,1720.6278076171875,1219296,0.0,0.0,ASIANPAINT.NS,1786.918524169922,39.95742886631027,1844.2416297791242,1729.5954185607197
2020-03-03,1721.014841678696,1757.7061859758835,1708.397596600323,1740.8349609375,1392463,7.15,0.0,ASIANPAINT.NS,1784.0360778808595,45.0046144958087,1844.4570335842293,1723.6151221774896
2020-03-04,1744.2186377921848,1795.8475296761733,1744.2186377921848,1786.66259765625,3050469,0.0,0.0,ASIANPAINT.NS,1782.3063049316406,54.37217974951206,1840.2977526713962,1724.314857191885
2020-03-05,1792.5119642520128,1819.5833423529064,1790.6749542765124,1812.28369140625,2062439,0.0,0.0,ASIANPAINT.NS,1782.7146301269531,58.616273411773314,1841.4251650706901,1724.0040951832161
2020-03-06,1778.9762829427957,1821.9037777225228,1774.1421082608856,1815.1842041015625,1393659,0.0,0.0,ASIANPAINT.NS,1784.0720703125,59.08030697426119,1844.4438258404718,1723.7003147845282
2020-03-09,1825.384437828348,1852.3591573095248,1786.7110387218154,1805.2259521484373,3420741,0.0,0.0,ASIANPAINT.NS,1784.8401184082031,56.728435283006505,1845.8743303972299,1723.8059064191764
2020-03-11,1812.767253260577,1841.820692495293,1790.0950195039557,1820.4052734375,3194186,0.0,0.0,ASIANPAINT.NS,1785.847119140625,59.38265195365125,1848.508972692198,1723.1852655890518
2020-03-12,1803.098821610324,1812.6222404375,1754.8054622947525,1782.2152099609375,6254349,0.0,0.0,ASIANPAINT.NS,1784.5305419921874,50.920026766252924,1846.3298774820942,1722.7312065022807
2020-03-13,1725.8005876106608,1782.602147567034,1614.4695064917971,1738.079345703125,3878300,0.0,0.0,ASIANPAINT.NS,1780.2560546875,43.2490895931277,1842.4879914506178,1718.0241179243822
2020-03-16,1718.0659299326278,1718.0659299326278,1622.4943062810405,1627.5701904296875,2867336,0.0,0.0,ASIANPAINT.NS,1771.4022277832032,30.755772773176048,1861.4181518453197,1681.3863037210867
