Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2019-11-01 00:00:00+05:30,84.14607259588993,84.3156780025722,83.42524817971771,83.65845489501953,8803683,0.0,0.0,POWERGRID.NS
2019-11-04 00:00:00+05:30,83.91285210943688,84.23086435143523,82.28038811696082,82.57720184326172,15175738,0.0,0.0,POWERGRID.NS
2019-11-05 00:00:00+05:30,82.5772042531459,83.31923283946362,82.21678921814507,82.85281372070312,8153818,0.0,0.0,POWERGRID.NS
2019-11-06 00:00:00+05:30,82.85281718216353,83.31923632041028,82.55600343480019,82.7256088256836,9183411,0.0,0.0,POWERGRID.NS
2019-11-07 00:00:00+05:30,83.10722701587441,83.46763630995049,82.11078745021227,82.343994140625,15498054,0.0,0.0,POWERGRID.NS
2019-11-08 00:00:00+05:30,82.7892086042523,82.85280990135828,80.92353221521417,81.26274871826172,11762251,0.0,0.0,POWERGRID.NS
2019-11-11 00:00:00+05:30,81.2627558586633,81.87757611949677,80.71153114943449,81.3051528930664,10089055,0.0,0.0,POWERGRID.NS
2019-11-13 00:00:00+05:30,81.41117572412777,82.40760971123143,79.84231266815432,80.24512481689453,9456977,0.0,0.0,POWERGRID.NS
2019-11-14 00:00:00+05:30,80.56313597809643,80.62674304112015,79.24868969451131,79.71510314941406,19380370,0.0,0.0,POWERGRID.NS
2019-11-15 00:00:00+05:30,79.71508965662575,80.09670896581146,79.18506922841193,79.56668853759766,18256039,0.0,0.0,POWERGRID.NS
2019-11-18 00:00:00+05:30,79.58788697797196,80.98713860667876,79.14267211913517,80.83873748779297,11766437,0.0,0.0,POWERGRID.NS
2019-11-19 00:00:00+05:30,80.98714819112945,83.10723590394387,80.64793737768976,82.8740234375,22218922,0.0,0.0,POWERGRID.NS
2019-11-20 00:00:00+05:30,83.08601875737534,83.59484064977035,82.25919037109534,83.14962005615234,9597590,0.0,0.0,POWERGRID.NS
2019-11-21 00:00:00+05:30,83.02242784531613,83.51004553173036,82.25920066232779,83.23443603515625,12107895,0.0,0.0,POWERGRID.NS
2019-11-22 00:00:00+05:30,83.10723225496402,85.3121139476933,83.10723225496402,84.27327728271484,16199814,0.0,0.0,POWERGRID.NS
2019-11-25 00:00:00+05:30,84.37928981723294,84.9729116496179,83.87046781742256,84.20967864990234,6529113,0.0,0.0,POWERGRID.NS
2019-11-26 00:00:00+05:30,84.40047742004637,84.54888429671824,82.21679430958599,82.42880249023438,21594044,0.0,0.0,POWERGRID.NS
2019-11-27 00:00:00+05:30,82.66200752298855,83.10722814403357,82.30159247293015,82.7256088256836,12155700,0.0,0.0,POWERGRID.NS
2019-11-28 00:00:00+05:30,83.1920282902341,83.84925709023369,82.34399558140099,83.17082977294922,6724188,0.0,0.0,POWERGRID.NS
2019-11-29 00:00:00+05:30,82.8528226345591,83.0648308248877,81.45356512773621,81.96238708496094,17547179,0.0,0.0,POWERGRID.NS
2019-12-02 00:00:00+05:30,82.6832058205459,82.6832058205459,80.73272958851024,81.15674591064453,19957065,0.0,0.0,POWERGRID.NS
2019-12-03 00:00:00+05:30,81.45356421398441,81.45356421398441,80.18151508628276,80.30872344970703,7451455,0.0,0.0,POWERGRID.NS
2019-12-04 00:00:00+05:30,80.3299194702596,80.56312616931741,79.58789083550653,79.88470458984375,10311154,0.0,0.0,POWERGRID.NS
2019-12-05 00:00:00+05:30,79.92710539316215,80.09671654711634,79.07907262775215,79.41828918457031,4569931,0.0,0.0,POWERGRID.NS
2019-12-06 00:00:00+05:30,79.4818902943487,79.7787040619411,78.80346293348767,79.12147521972656,5388071,0.0,0.0,POWERGRID.NS
2019-12-09 00:00:00+05:30,79.29106800431902,80.07549933576387,78.67624779941634,79.69388580322266,5459781,0.0,0.0,POWERGRID.NS
2019-12-10 00:00:00+05:30,79.6938933864398,79.6938933864398,77.25579934792837,77.48900604248047,10563080,0.0,0.0,POWERGRID.NS
2019-12-11 00:00:00+05:30,77.59501529040746,77.72222365587659,75.60214174229363,77.06499481201172,39214905,0.0,0.0,POWERGRID.NS
2019-12-12 00:00:00+05:30,77.48899590531079,79.8634883302287,76.76817164757315,78.33702850341797,63493233,0.0,0.0,POWERGRID.NS
2019-12-13 00:00:00+05:30,78.73986053466797,79.52429198006521,78.44304677119112,78.73986053466797,12987237,0.0,0.0,POWERGRID.NS
2019-12-16 00:00:00+05:30,78.95185471793953,79.67268472932686,78.63384249251966,79.26986694335938,8479418,0.0,0.0,POWERGRID.NS
2019-12-17 00:00:00+05:30,79.43949145447101,80.07551605856213,78.69746274969803,79.7363052368164,17903634,0.0,0.0,POWERGRID.NS
2019-12-18 00:00:00+05:30,79.31229132697008,80.13911988762244,78.93067770273895,79.37589263916016,10099352,0.0,0.0,POWERGRID.NS
2019-12-19 00:00:00+05:30,79.33347485460925,79.35467912205915,78.40064236623326,79.03666687011719,5749401,0.0,0.0,POWERGRID.NS
2019-12-20 00:00:00+05:30,78.71865806622861,79.48188520388454,78.48544562060216,78.90946197509766,9690984,0.0,0.0,POWERGRID.NS
2019-12-23 00:00:00+05:30,78.71866340220507,79.50308911032243,78.337044056419,78.78226470947266,17045076,0.0,0.0,POWERGRID.NS
2019-12-24 00:00:00+05:30,79.05786917256715,79.46068701142049,78.65505133371383,79.35468292236328,3748896,0.0,0.0,POWERGRID.NS
2019-12-26 00:00:00+05:30,79.41829812136866,79.50309795679789,78.04024472250757,78.37945556640625,3925143,0.0,0.0,POWERGRID.NS
2019-12-27 00:00:00+05:30,78.65504739794521,80.35111273799214,78.65504739794521,80.16030883789062,7122947,0.0,0.0,POWERGRID.NS
2019-12-30 00:00:00+05:30,80.13911338794703,81.19915434210942,80.01191077388366,80.69033813476562,6925363,0.0,0.0,POWERGRID.NS
2019-12-31 00:00:00+05:30,80.35111615319333,81.5171668751264,80.24511206493486,80.66912841796875,11907723,0.0,0.0,POWERGRID.NS
2020-01-01 00:00:00+05:30,80.79633470140857,83.06482328215155,80.66912634810848,82.89521789550781,13620373,0.0,0.0,POWERGRID.NS
2020-01-02 00:00:00+05:30,82.91641848485858,83.40403614030706,82.40759656111851,82.7256088256836,5673692,0.0,0.0,POWERGRID.NS
2020-01-03 00:00:00+05:30,82.36520265098791,82.59840935341235,81.09314779338622,81.8351821899414,7358268,0.0,0.0,POWERGRID.NS
2020-01-06 00:00:00+05:30,81.41118050516518,82.23800912287801,79.71510897280739,81.87759399414062,7355290,0.0,0.0,POWERGRID.NS
2020-01-07 00:00:00+05:30,81.89878447768537,82.47120773270166,81.05075172983611,81.2839584350586,14023712,0.0,0.0,POWERGRID.NS
2020-01-08 00:00:00+05:30,80.69032922927133,80.9659386967175,80.07550324327713,80.79633331298828,9451757,0.0,0.0,POWERGRID.NS
