Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,RSI_14,Bollinger_High,Bollinger_Low
2019-11-01,212.1300431287092,215.11548112546689,211.6392803848462,213.72499084472656,12571588,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-04,215.07460161657824,216.71046084177,212.70258577106557,213.275146484375,7895272,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-05,213.4796301255516,215.9334189775694,211.5166040361835,215.03369140625,10278362,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-06,215.0746380285304,215.76985834795244,212.66173527837788,213.7659454345703,8857419,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-07,215.0336918773517,217.81464759015168,214.29756021237984,217.44659423828125,14782434,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-08,216.6286622486819,217.11942500703665,212.66169864705796,213.07066345214844,11899353,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-11,213.15245178556555,214.5838285387824,211.6801635769476,212.2118377685547,7245151,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-13,211.76195824672644,212.0482385851818,207.0588632732846,207.6314239501953,10269356,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-14,207.83592867786604,209.3081920606858,207.14068348438872,207.67233276367188,8880734,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-15,207.95858947787,209.1854838110728,204.4823888671288,205.0140380859375,16741465,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-18,205.6683886591466,206.3227348137472,203.45998130790733,205.0958404541016,7864919,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-19,205.9137760911977,205.95467506718,203.5008862756265,203.90985107421875,12152981,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-20,203.9098504590564,205.5457096484903,201.7832285205463,205.0549468994141,9978073,0.0,0.0,ITC.NS,0.0,0.0,0.0,0.0
2019-11-21,205.62751338024867,205.62751338024867,200.4336674809281,200.9653167724609,10393219,0.0,0.0,ITC.NS,0.0,21.76884604490148,0.0,0.0
2019-11-22,202.15129216505352,206.64990488755055,201.74232737209925,202.5602569580078,16370384,0.0,0.0,ITC.NS,0.0,28.7361878806704,0.0,0.0
2019-11-25,202.64205932617188,203.1737085763557,201.4151649205644,202.64205932617188,10586688,0.0,0.0,ITC.NS,0.0,29.085032037387066,0.0,0.0
2019-11-26,203.37819035075788,204.8095671528904,202.60115972572328,203.7871551513672,19778030,0.0,0.0,ITC.NS,0.0,33.958519373753745,0.0,0.0
2019-11-27,204.27790666959547,204.5232880325888,201.70143355970225,201.9877014160156,8841620,0.0,0.0,ITC.NS,0.0,30.420561232519958,0.0,0.0
2019-11-28,202.27399640411176,202.80564566192703,200.92440505020195,201.78323364257807,10992718,0.0,0.0,ITC.NS,0.0,30.037614603693854,0.0,0.0
2019-11-29,201.82412213967368,202.3557713698828,200.39274538691,201.537841796875,9807979,0.0,0.0,ITC.NS,207.4085433959961,29.556722936378208,217.93564282986665,196.88144396212556
2019-12-02,201.2107116389086,201.9468433965602,200.0247160379734,200.3518829345703,9972664,0.0,0.0,ITC.NS,206.7398880004883,27.28333549993272,217.27607383967535,196.20370216130124
2019-12-03,200.35185430872468,201.0470994654293,198.47061372053733,199.61572265625,8129241,0.0,0.0,ITC.NS,206.05691680908203,25.94911629940387,216.58090080398094,195.5329328141831
2019-12-04,199.16585798952477,199.61572176652763,197.9389635871252,198.87957763671875,11946661,0.0,0.0,ITC.NS,205.24921112060548,24.65092519773195,215.36509112649003,195.13333111472093
2019-12-05,198.8795666062012,202.4375651680676,198.8386801128811,201.9877014160156,11265857,0.0,0.0,ITC.NS,204.66029891967773,38.61462700090592,214.07115936958039,195.24943846977507
2019-12-06,202.02862055910308,202.15130501254043,198.3479371885931,199.04318237304688,10374270,0.0,0.0,ITC.NS,203.74012832641603,32.47463666889597,211.40759001784335,196.0726666349887
2019-12-09,198.756867924483,199.0022492698952,197.12100892921976,197.48907470703125,6722758,0.0,0.0,ITC.NS,202.96104888916017,29.782890482498047,209.79957700822683,196.1225207700935
2019-12-10,197.6118170044884,197.69360248466657,192.21347608806627,192.7042388916016,15380232,0.0,0.0,ITC.NS,201.9856689453125,23.362287796814925,208.8329321929759,195.13840569764912
2019-12-11,192.7042134766205,195.3215856288422,192.7042134766205,194.34007263183597,13799825,0.0,0.0,ITC.NS,201.32110137939452,28.997850099957304,208.4228288077614,194.21937395102765
2019-12-12,194.7081311737357,196.46667470766872,194.3400653736816,195.1170959472656,10307052,0.0,0.0,ITC.NS,200.6933395385742,31.571853250387363,207.6567080777734,193.729970999375
2019-12-13,196.30310876345837,198.34793281307768,195.64876257145704,197.6118011474609,8205457,0.0,0.0,ITC.NS,200.3232276916504,39.19363459152034,207.11337193750552,193.53308344579528
2019-12-16,198.7569082897158,199.0840751629668,193.3176810180668,193.7675323486328,12014269,0.0,0.0,ITC.NS,199.75681228637694,33.07920476090597,206.7469921842211,192.76663238853277
2019-12-17,194.25828882035603,197.6935908002139,194.25828882035603,197.1619415283203,15921196,0.0,0.0,ITC.NS,199.41941680908204,41.72418338720282,206.22415021953748,192.6146833986266
2019-12-18,196.7938720979312,202.31489704790363,196.0986269267995,200.51544189453125,17134732,0.0,0.0,ITC.NS,199.19244155883788,48.7659320340201,205.51594850105388,192.86893461662189
2019-12-19,201.25159240757537,202.76475476816407,198.9613868968126,199.86111450195312,9339714,0.0,0.0,ITC.NS,199.1372314453125,47.558394162741784,205.41698898984134,192.85747390078365
2019-12-20,199.86109802144372,200.4745452069232,196.42578379826705,197.24371337890625,13958336,0.0,0.0,ITC.NS,198.87140426635742,42.97430592927452,204.99728051904412,192.7455280136707
2019-12-23,197.93898362027397,198.59332986390228,195.19891418535,195.4033966064453,19082124,0.0,0.0,ITC.NS,198.50947113037108,40.05117648672991,204.5563070793077,192.46263518143448
2019-12-24,195.4851678179197,196.4666808087486,194.8308216638288,195.2806854248047,7896150,0.0,0.0,ITC.NS,198.08414764404296,39.85649952191372,203.7722797120123,192.3960155760736
2019-12-26,195.40337463617536,195.81233943238388,193.3176641600041,193.68572998046875,14460325,0.0,0.0,ITC.NS,197.66904907226564,37.31750924105391,203.3688111992326,191.96928694529868
2019-12-27,194.25829513912552,195.0353258235588,193.3994664960714,193.7675323486328,8712539,0.0,0.0,ITC.NS,197.26826400756835,37.537287500532486,202.88109192626558,191.6554360888711
2019-12-30,194.667257629795,197.039248633878,194.25829280284165,194.83084106445312,13173134,0.0,0.0,ITC.NS,196.93291397094725,40.45961127086519,202.28046910180814,191.58535884008637
2019-12-31,195.11712019364188,195.44428706087567,194.17649360926663,194.421875,7142051,0.0,0.0,ITC.NS,196.63641357421875,39.69046965470069,201.8486961379748,191.4241310104627
2020-01-01,195.15803406943547,195.15803406943547,193.9311395027306,194.7490692138672,4208837,0.0,0.0,ITC.NS,196.3930809020996,40.66236139211779,201.47916029518896,191.30700150901023
2020-01-02,194.83084374478176,197.08015032396935,194.7490582666356,196.1804351806641,8402979,0.0,0.0,ITC.NS,196.25812377929688,44.849444579605944,201.21472143607133,191.30152612252243
2020-01-03,197.12102631702865,197.12102631702865,194.66723760768804,195.07620239257807,9284478,0.0,0.0,ITC.NS,195.912548828125,42.36578957198553,200.13202128300267,191.69307637324735
2020-01-06,194.258283653028,194.912629841456,192.21345961457507,192.29525756835935,7636617,0.0,0.0,ITC.NS,195.5751525878906,36.83362512010057,199.8184283082335,191.33187686754772
2020-01-07,193.0722735329257,194.58543571800783,191.88627817688436,192.49972534179688,8416741,0.0,0.0,ITC.NS,195.3256851196289,37.48004633814247,199.67487857836855,190.97649166088925
2020-01-08,191.3955291226242,192.8678049196905,190.78208191389783,191.55911254882807,7043211,0.0,0.0,ITC.NS,195.26842880249023,35.67153139807951,199.78123151467128,190.7556260903092
2020-01-09,192.70419918550635,193.5221287024557,192.25433545506144,192.86778259277344,9452653,0.0,0.0,ITC.NS,195.1948143005371,40.00877369910815,199.8126020120289,190.57702658904532
2020-01-10,194.34008472775375,195.2806988083014,193.68573852881747,194.6672515869141,9973746,0.0,0.0,ITC.NS,195.17232208251954,45.4546422744328,199.7957835783896,190.54886058664948
2020-01-13,195.07620430590592,196.71206346151095,194.87172191145527,195.6896514892578,12243639,0.0,0.0,ITC.NS,195.0762145996094,48.32490602775646,199.57096308334744,190.58146611587134
2020-01-14,196.50759114562425,199.41124379187,194.91263088322927,198.9613800048828,11843444,0.0,0.0,ITC.NS,195.33590698242188,56.257399970813026,200.0908386954715,190.58097526937226
2020-01-15,198.3888407357071,198.75690658511184,197.20284522957348,198.26614379882807,5476729,0.0,0.0,ITC.NS,195.39111709594727,54.34819139982741,200.25399279831768,190.52824139357685
2020-01-16,198.34794184129183,199.4930383689539,196.38491565655232,196.91656494140625,9369668,0.0,0.0,ITC.NS,195.211173248291,50.747863544734216,199.53918644617218,190.88316005040983
2020-01-17,196.9165379044032,198.02074778209425,195.8123280267122,196.2621917724609,7392403,0.0,0.0,ITC.NS,195.03122711181638,49.05111404040492,198.8389446759265,191.22350954770624
2020-01-20,196.34400022515592,198.961372412361,196.34400022515592,197.85716247558597,8020816,0.0,0.0,ITC.NS,195.0618995666504,53.16178063426719,198.9494582980034,191.1743408352974
2020-01-21,197.48911306618444,197.48911306618444,194.6672582473772,195.0353240966797,9571070,0.0,0.0,ITC.NS,195.04349594116212,46.07842147202953,198.92789748084334,191.1590944014809
2020-01-22,195.97592316847272,195.97592316847272,193.93109931438025,194.7081298828125,7654918,0.0,0.0,ITC.NS,195.0148681640625,45.32432099870369,198.90029470839193,191.1294416197331
2020-01-23,194.7490603968533,195.2807096927756,193.7675348034332,194.58546447753903,6120434,0.0,0.0,ITC.NS,195.059854888916,45.02680935968815,198.90329085855436,191.21641891927763
2020-01-24,194.1764850415186,195.566975367449,193.8493181887205,194.78993225097656,6801874,0.0,0.0,ITC.NS,195.11097488403317,45.66702108472,198.91125108104524,191.3106986870211
2020-01-27,193.849317575718,194.17648442748148,191.64091012477596,191.88629150390625,6837613,0.0,0.0,ITC.NS,194.96374740600584,38.763126170560206,199.01583539141166,190.91165942060002
2020-01-28,192.0089773754645,192.94959144171364,188.5327765071121,188.7372589111328,14582907,0.0,0.0,ITC.NS,194.67951660156248,32.945946987534015,199.55715692196037,189.8018762811646
2020-01-29,189.3507165537845,194.3809789775457,189.06443618013924,193.56304931640625,20469708,0.0,0.0,ITC.NS,194.62021560668944,46.256487140080274,199.52181136621394,189.71861984716494
2020-01-30,193.8084382610177,193.8493372417912,190.57761846977783,191.4364471435547,10394149,0.0,0.0,ITC.NS,194.38301620483395,42.274066302671365,199.41700131271753,189.34903109695037
2020-01-31,192.8269139025319,194.9944224705897,191.43643600147885,192.33615112304688,18455880,0.0,0.0,ITC.NS,194.2460136413574,44.45294770685258,199.3457937514434,189.14623353127138
2020-02-03,175.8548747346066,177.40893607722415,167.67557823532258,169.8022003173828,79764370,0.0,0.0,ITC.NS,193.12136077880857,22.027267214945894,204.9402986768799,181.30242288073723
2020-02-04,172.41955423795991,177.98147775801309,171.06996297172572,176.38650512695312,35767812,0.0,0.0,ITC.NS,192.3156997680664,32.70937374883404,206.20903367307005,178.42236586306274
2020-02-05,176.91817858685158,177.89969163076026,172.99211393060136,177.04086303710938,21253607,0.0,0.0,ITC.NS,191.58978729248045,33.68175656700893,206.99973777567456,176.17983680928634
