Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,RSI_14,Bollinger_High,Bollinger_Low
2019-11-01,451.0912437315943,451.3812590206053,445.1462990578733,446.83795166015625,13522994,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-04,447.5629568231727,456.5528705057656,447.5629568231727,454.8128967285156,16254715,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-05,456.3595278306112,458.1961732580008,451.3328913450487,452.7345581054688,14952189,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-06,451.5745490874274,467.7660802787785,449.25457439883166,464.67279052734375,24922680,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-07,466.8961251889692,466.8961251889692,459.7911782534688,462.594482421875,18312032,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-08,464.72113121043145,479.46267515418407,464.28612303173134,473.1310729980469,52207121,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-11,471.7293783665011,482.362622550992,468.44274515494686,480.2359619140625,24766065,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-13,480.2360097356083,480.9126825965807,467.18611784605287,469.554443359375,24272664,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-14,473.4210665570853,483.18432467195913,467.6211147462788,482.0243225097656,35396276,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-15,481.2510088956047,492.7059196575224,479.4626845150386,483.184326171875,42074833,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-18,482.1209715006179,487.6309372606566,480.0909825627048,481.73431396484375,22910109,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-19,481.34769388330153,485.2626496752707,473.5177527992819,477.0460510253906,27939336,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-20,478.6893457153568,481.39597796815815,476.0793557215219,478.4960021972656,22606112,0.0,0.0,ICICIBANK.NS,0.0,0.0,0.0,0.0
2019-11-21,481.4926718997162,487.00260841809455,474.8710543512401,481.6376647949219,25745594,0.0,0.0,ICICIBANK.NS,0.0,70.14410629745169,0.0,0.0
